0,1570630338123,1570630395274,ANGKKYROALCYOOJDVBIV9TMZLNYQGMYL9BJLELJFGTQXOJAYGDELHNVVWCLKMCABKONUXAWLBPFWOZ9QG
1,1570630395275,1570630464930,TSEOSJFVZGSWTLGQTLENHMOZ9UYWRPTEYNMKMQCRHPHIVVQIGLFGIOOBNEFKHWFVNCNWA9EQAPBYDWCKF
2,1570630464930,1570630520477,DHWVCCX9GPZZSZMM9IOZFRWIFBIJZJCLDGBA9MRGXKDKADTZYMXHHSVFSINJGNK9NPWPSVBAS9HGRCO9F
3,1570630520477,1570630577681,TB9VMTUELTWGAVN9COYDRXEF9UBSLCMGXGXFLDMOQULRJLTOHKUHXJTPNFJTJBWFJSGC99YPSTKPYQETG
4,1570630577681,1570630585639,NTGCSDMBSQPJFEZZNZ9ZCPPVSXLIJCUBDPPMFEYQSJMUCJIXAEAIKJNCQXWRXHOSXNDJELJXZCNAZJWUS
5,1570630585639,1570630617692,QILKEYZRFSNITRLELQ9JNOKEZLQB9SAVHTJLPOFMVGACBRDEBKPFSESMZAFZCAYSEIYVDIDBVLEIKVYJC
6,1570630617692,1570630668377,ONXGFIDXKGIUETVOTDF9GU9XDAMUDCHFIQDBRXCMIIMTVARADUNLJZT9KBBGNMLQNYQEBHCMDRDEGSOOR
7,1570630668377,1570630714968,GOHWW9NQRKRMHNBKIHUHPYPKRTW9ORBRQ9WUDKMJ9SORWZRTLRIKSC9DDIZUGGBJUV9GWHUCVKGZNAPBW
8,1570630714968,1570630752515,QEBNLKUAZTMJYLBRNIE9HMDPQZRMKBVMLKQOOBK9M9KIGMCBEMHXTKZMMHYEJMK9B9DACZYHKFWPIAOJQ
9,1570630752515,1570630785800,VFILUPLVXYJIPAYLHMBGRMCBKZVILYVIJJQHLZLYBCNBYOIPMPCVKUXWKESLJK9NZOBSCSVBMDDFLVGGX
