0,1570563366151,1570563669511,QGWERIZLAVDKDFFXDSHLEXBLTXQHIYDNCZCWVSTXQGNFWABZUSJFFSGUULJTTLPLHKRMGMZXAH9TXEZ9H
1,1570563669512,1570564047823,RVNYJQHCULGOGGLQKRFPYTACUGGRMP9HUS9YNSSLYVBEGSZWGYMQF9RRQCYFQEIQXOALNDFG9HOVJBUGM
2,1570564047823,1570564353693,YUMNCWNRVFQRT9DIUZZDLOYNTPBIUVWAG9YZCNJGLIFTHVCDZIXSNQNRALWBKZYCFIKOQHQHPVNLUHXGP
3,1570564353694,1570564588538,SRAZURITMPXLNIOIEEWICVYARDVRBCETHELMUTVETTHZOPYHMRGWDNKAAIMOTZDYSXHGNT9KWDPTUHYTR
4,1570564588538,1570564944344,KXCCUKKQJKIUECIBFORHPGBXTUPPZZQSJDD9ATBNAGUYB9ZJLYRDUPKDUADZHYSGSTVXQZXUOKEPXFZKU
5,1570564944344,1570565251141,FTO9TOQXELAUHUJKBHEMFGMUDWYMPDGAFRVJWIQIFIAHMVQ9LTE9CBSSGVYBUPSHPOKBRXFYXLJXWCQII
6,1570565251142,1570565458509,OX9CXKELNKXELESTEISYBUI9LRSNJY9X9RCHLGBSIORURASQDSKQPDOQSHJCYSKPNFXYEKODUSIRCAFWB
7,1570565458509,1570565698049,OBVZAZDPDPQGURMEVUYMMVLBJANTZJGAIUXJIOVHNGHBMSOUBOWM9RE9GHFOWGPYTCXIMCW9KAWJGHNOK
8,1570565698050,1570566057897,FNYZVJVVJIDLJFMDSOPCJYDEQC9WDXMNOANAUYLMCZDUWKJNWBSZFUBZIYOCFFHLHV9ZAYIXGOVISOTHC
9,1570566057897,1570566411900,Q9VFUTOIYTY9ZKJVDGNXBCODGE9QIQMOWKLGELJXKWLJ9FBRX9XVYDOJGLJAAMSUUKYFYYUYHVTCVDMOI
10,1570566411900,1570566695907,CZORIWBRPOUJQRWUVPLHMRMTNAQXABTALEEAXC9STCTA9NSCALTQMFA9IHDDMDKZAULSLHKEORP9LTUJ9
11,1570566695907,1570566933212,MLXSSOQHXDOOKXRXEBMK9SSGBDZSDEKEQKZHUQWLWRGWOOGOWTOBQCP9WTU9TTPUIPOWQLNZ9QTZYLDEI
12,1570566933212,1570567311133,XS9IJVUOVBIMQEC9POUAWEMUW9JDMQRDACA9DHKPVZ9YPYJDYHWJZVZKRGWQQFNLBFGLFVIBISSBIMSGM
13,1570567311133,1570567493892,CR9XPKXIHXWQFX9VCJEACSOHYVUYDUDBHUEWITKJWTLLYLXIVSZSVPGNRRJYMQABVQRKUYAAYCAWH9ZEZ
14,1570567493892,1570567747210,URPQ9XNEIRSWBMLAVEBVY9LATTJEPZOZDMFLQINEWYKMISXZJX9WKKMCEOIMPISRHLFCUXKMRAUMX9XNR
15,1570567747210,1570568114571,WVHLMTSAAEWGBNJSJGHOTEJLVXIUYBQOYRWUQVQAKLSZTGQVPYXFEXSQYZVDWOUQXJPFVJJIDO9EHIIIV
16,1570568114571,1570568414193,GJHINQSBDCDYVOERL9VAW9RKHFZEXRIIWSNFEP9UOTMBKOTGYWMGZKAGGEREIBYXPTMSNLTOCOYW9SNTX
17,1570568414193,1570568649430,NNWMXACIFQRUTSFNRHBOOBKGRFHKLHISKDSHASLJOVOJNAGNGRCUV9YXPSJKWHEFKBIITGIEBZVDAARZD
18,1570568649430,1570568821758,CWVJAVRMGICLJFXHFZ9RNGZHDIKAQNUAOKODMGCTNGPOZXGCI9MQIGDIGBQDRBJPWFDBQMZFWAHNUUIEH
19,1570568821758,1570569015097,GBTRMANNPACBYIWVPSRUWFB9ZSUQL9IFOTCQ9ZNPKSUCBCQNLGMCRSLDLKOQXJGPGR99KZULSJTLUAIQS
